[rosmaster.main][INFO] 2021-07-24 12:09:01,057: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2021-07-24 12:09:01,057: Starting ROS Master Node
[xmlrpc][INFO] 2021-07-24 12:09:01,058: XML-RPC server binding to 0.0.0.0:11311
[xmlrpc][INFO] 2021-07-24 12:09:01,058: Started XML-RPC server [http://feuuu:11311/]
[rosmaster.master][INFO] 2021-07-24 12:09:01,058: Master initialized: port[11311], uri[http://feuuu:11311/]
[xmlrpc][INFO] 2021-07-24 12:09:01,058: xml rpc node: starting XML-RPC server
[rosmaster.master][INFO] 2021-07-24 12:09:01,156: +PARAM [/run_id] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,157: +PARAM [/roslaunch/uris/host_feuuu__42729] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,303: +PARAM [/markerConfigurations/1/offset] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,304: +PARAM [/crazyflieTypes/large/firmwareParams/ctrlMel/kw_xy] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,304: +PARAM [/crazyflieTypes/CF21SingleMarker/firmwareParams/ctrlMel/kw_z] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,304: +PARAM [/crazyflieTypes/default/firmwareParams/ctrlMel/kd_z] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,304: +PARAM [/crazyswarm_teleop/timescale] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,305: +PARAM [/crazyflieTypes/default/firmwareParams/ctrlMel/i_range_xy] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,305: +PARAM [/crazyflieTypes/CF21SingleMarker/firmwareParams/ctrlMel/kp_xy] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,305: +PARAM [/crazyflieTypes/CF21SingleMarker/firmwareParams/kalman/pNAcc_xy] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,305: +SERVICE [/rosout/get_loggers] /rosout http://feuuu:39161/
[rosmaster.master][INFO] 2021-07-24 12:09:01,305: +PARAM [/crazyswarm_server/firmwareParams/ring/solidGreen] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,305: +PARAM [/crazyswarm_server/optitrack_host_name] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,306: +SERVICE [/rosout/set_logger_level] /rosout http://feuuu:39161/
[rosmaster.master][INFO] 2021-07-24 12:09:01,306: +PARAM [/crazyflieTypes/CF21SingleMarker/markerConfiguration] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,306: +PARAM [/crazyflieTypes/CF21SingleMarker/firmwareParams/ctrlMel/kd_xy] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,306: +PARAM [/crazyflieTypes/defaultSingleMarker/firmwareParams/ctrlMel/kp_xy] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,306: +PARAM [/crazyflieTypes/CF21SingleMarker/firmwareParams/ctrlMel/ki_m_z] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,306: +PARAM [/crazyflieTypes/default/firmwareParams/ctrlMel/mass] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,307: +PUB [/rosout_agg] /rosout http://feuuu:39161/
[rosmaster.master][INFO] 2021-07-24 12:09:01,307: +PARAM [/crazyflieTypes/CF21SingleMarker/firmwareParams/ctrlMel/i_range_m_z] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,307: +PARAM [/crazyswarm_server/firmwareParams/ring/effect] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,307: +PARAM [/crazyswarm_server/enable_parameters] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,308: +PARAM [/crazyswarm_server/optitrack_client_name] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,308: +PARAM [/crazyflieTypes/default/firmwareParams/ctrlMel/kw_z] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,308: +PARAM [/dynamicsConfigurations/0/maxXVelocity] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,309: +PARAM [/crazyflieTypes/medium/firmwareParams/ctrlMel/kp_xy] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,309: +SUB [/rosout] /rosout http://feuuu:39161/
[rosmaster.master][INFO] 2021-07-24 12:09:01,309: +PARAM [/crazyswarm_server/save_point_clouds] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,309: +PARAM [/crazyswarm_server/print_latency] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,309: +PARAM [/crazyflieTypes/medium/firmwareParams/ctrlMel/kR_z] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,309: +PARAM [/crazyflieTypes/large/bigQuad] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,309: +PARAM [/markerConfigurations/1/points/3] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,309: +PARAM [/crazyflieTypes/CF21SingleMarker/firmwareParams/ctrlMel/kw_xy] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,309: +PARAM [/markerConfigurations/1/points/2] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,310: +PARAM [/crazyflieTypes/large/markerConfiguration] by /roslaunch
[rosmaster.master][INFO] 2021-07-24 12:09:01,310: +PARAM [/crazyswarm_server/genericLogTopics] by /roslaunch
